ts	phase	decision	why	evidence	result
2026-09-03T20:25:00Z	frame	Chose figure-it-out for M1 cut plus U1.1	Cross-cutting milestone cut, not a single Feature unit	spec/12-milestones.md:M1	open
2026-09-03T20:25:00Z	frame	U1.1 is generate skeleton plus worldHash	Riskiest unknown is cross-platform hash; smallest landable that still hashes integer tables	docs/m1-frame.md	open
2026-09-03T20:25:00Z	frame	Skip shop bike perks lobby in U1.1	Subtract before add; those systems are later units	docs/m1-frame.md	accepted
2026-09-03T20:25:00Z	architect	Skip arena for U1.1 skeleton	Chapter 02 already names PCG32, int16 cm, 0.5 m lattice, 64-bit FNV	spec/02-world-generation.md:2	accepted
2026-09-03T20:40:00Z	frame	Created M1 child issues 68-110	Same U8.* fields; Parent #13; U1.1 is #78	https://github.com/gfed-official/performative-mail/issues/78	open
2026-09-03T20:50:00Z	u1.1	Named WorldTables plus FNV-1a 64 WorldHash	Integer tile and address tables are the hash domain	src/Sim/World/WorldHash.cs	open
2026-09-03T20:50:00Z	u1.1	Skeleton heights from PCG32 heightmap stream	OpenSimplex2 waits for U1.2; this unit proves hash encoding	src/Sim/World/WorldGen.cs	open
2026-09-03T20:30:27Z	u1.1	Pinned golden hash 0x24849E8EF0DBB228	Same seed 0x7F3A9C21 must match on every platform	tests/Sim.Tests/World/WorldGenHashTests.cs	tests green
2026-09-03T20:30:27Z	verify	dotnet test Release 207 passed	Sim 82 Net 109 Bot 16; WorldGenHash 6 plus Fnv 2	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T20:33:00Z	verify	CI on 516d964 all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33802717019	VERIFIED
2026-09-03T20:36:00Z	verify	CI on acadf1b all 4 checks green	docs-only trail commit	https://github.com/gfed-official/performative-mail/actions/runs/33802970270	VERIFIED
2026-09-03T20:37:00Z	audit	Accepted PCG32 official first-draw pin	Trail review said empty Fnv and no PCG vector	tests/Sim.Tests/Core/Pcg32Tests.cs	open
2026-09-03T20:37:00Z	audit	Kept Windows hash as U10.4	Ubuntu golden hash is this unit; cross-OS is a later gate	docs/m1-frame.md	accepted
2026-09-03T20:45:00Z	u1.2	Frame U1.2 as OpenSimplex2 plus coastline plus falloff	Issue 79; chapter 02 §3.1; WorldHash encoding stays U1.1	https://github.com/gfed-official/performative-mail/issues/79	open
2026-09-03T20:45:00Z	architect	Chose staged Q16.16 OpenSimplex2 over inlined WorldGen	Hash contract stays on heights; coastline and reroll become testable	src/Sim/World/HeightmapStage.cs	accepted
2026-09-03T20:45:00Z	architect	Skipped multi-model arena	Parent forbids nested subagents; two sketches compared in-thread	docs/m1-frame.md	accepted
2026-09-03T20:45:00Z	u1.2	Subtracted U1.1 PCG height fill	Skeleton only proved hash encoding; U1.2 owns the field	src/Sim/World/WorldGen.cs	accepted
2026-09-03T20:45:00Z	u1.2	Golden hash must change from 0x24849E8EF0DBB228	New height field is not the U1.1 stub; value recorded after first run	tests/Sim.Tests/World/WorldGenHashTests.cs	open
2026-09-03T21:10:00Z	u1.2	Pinned golden hash 0x936BE960EC16395A	Seed 0x7F3A9C21 after OpenSimplex2 coastline falloff; != U1.1 0x24849E8EF0DBB228	tests/Sim.Tests/World/WorldGenHashTests.cs	tests green
2026-09-03T21:10:00Z	verify	Golden seed land 10183 sea 79817 buildable 99.7%	Corners -2200; center 1209; valid on attempt 1	/tmp/hmprobe	VERIFIED
2026-09-03T21:50:00Z	u1.3	Frame U1.3 as town streets lots addresses districts PO	Issue 80; chapter 02 §3.3–3.7 §3.11; hash encoding stays U1.1	https://github.com/gfed-official/performative-mail/issues/80	open
2026-09-03T21:50:00Z	architect	WorldTables grows; SettlementStage stays internal	HouseRecord and PostOfficeRecord already exist; a second root type adds coordination	src/Sim/World/WorldTables.cs	accepted
2026-09-03T21:50:00Z	architect	Skipped multi-model arena	Same parent constraint as U1.2; two sketches compared in-thread	docs/m1-frame.md	accepted
2026-09-03T21:50:00Z	subtract	No biome layer, apartments, docks, or 100-seed validation	U1.2 has heights and buildable only; U1.4 owns roads and validation	spec/02-world-generation.md	accepted
2026-09-03T21:50:00Z	u1.3	Addresses derived from houses; names from content/streets.json	Single source of truth; issue requires streets.json	src/Sim/World/StreetCatalog.cs	accepted
2026-09-03T21:55:00Z	u1.3	Pinned golden hash 0x631CE9A07B6A504F	Seed 0x7F3A9C21 after filled addresses; != U1.2 0x936BE960EC16395A	tests/Sim.Tests/World/WorldGenHashTests.cs	tests green
2026-09-03T22:04:00Z	verify	dotnet test Release 230 passed	Sim 105 Net 109 Bot 16; settlement predicates plus golden 0x631CE9A07B6A504F	dotnet test PerformativeMail.sln	VERIFIED
2026-09-03T22:04:00Z	verify	CI on a8b76a1 all 4 checks green	test and Godot 4.7.2 .NET on ubuntu	https://github.com/gfed-official/performative-mail/actions/runs/33805622399	VERIFIED
2026-09-03T22:20:00Z	u1.4	Pinned golden hash 0x821670054873680E	Seed 0x7F3A9C21 after roads resources spawns; != U1.3 0x631CE9A07B6A504F	tests/Sim.Tests/World/WorldGenHashTests.cs	tests green
